CENTRE_CODE;CENTRE_NAME;SHORT_DESCRIPTION;DESCRIPTION;OWNERSHIP;OWNER;COMPLETE_ADDRESS;CP_DIRECTION;MUNICIPALITY_CODE;MUNICIPALITY_NAME;DISTRICT_CODE;DISTRICT_NAME;TELEPHONE_CONTACT;WEB_CONTACT;EMAIL_CONTACT;LATITUD;LONGITUD
28068347;EL MANZANO;EEI;ESCUELA INFANTIL;PÚBLICO;COMUNIDAD DE MADRID;CALLE PLANETA TIERRA, s/n, 28983;28983;106;Parla;NaN;NaN;914242240;http://www.educa.madrid.org/eei.elmanzano.parla;eei.elmanzano.parla@educa.madrid.org;40,22352348;-3,76333011
28068360;JUAN SIN MIEDO;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;AVDA CONSTITUCIÓN, 217, 28850;28850;148;Torrejón de Ardoz;NaN;NaN;916564804;http://www.educa.madrid.org/eei.juansinmiedo.torrejondeardoz;eei.juansinmiedo.torrejondeardoz@educa.madrid.org;40,46232101;-3,45090087
28068372;PETIRROJO;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;CALLE ANTONIO MACHADO, s/n, 28991;28991;149;Torrejón de la Calzada;NaN;NaN;918160289;http://www.educa.madrid.org/eei.petirrojo.torrejondelacalzada;eei.petirrojo.torrejondelacalzada@educa.madrid.org;40,20421697;-3,80190033
28068384;EL SASTRECILLO VALIENTE;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;CALLE MAYOR, 71, 28813;28813;154;Torres de la Alameda;NaN;NaN;918868961;http://www.educa.madrid.org/eei.elsastrecillovaliente.torres;eei.elsastrecillovaliente.torres@educa.madrid.org;40,40098765;-3,35804354
28068396;PATITOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ROSA APAUSA CAIDAS Y BERNARDO FDEZ-CABALLERO PEREZ DE BUSTOS;CALLE  SAN PEDRO C/V DEL CARMEN, 28917;28917;74;Leganés;NaN;NaN;916198095;NaN;correo@escuela-patitos.es;40,35577549;-3,77869198
28068402;MI CASITA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CAROLINA LOPEZ DORADO;CALLE DE CARACOLI, 02/04/2006, 28033;28033;79;Madrid;16;Hortaleza;913825995;http://www.micasitaescuelainfantil.es;info@micasitaescuelainfantil.es;40,47352371;-3,63583378
28068414;LA CASITA DE KIKA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL LA CASITA DE KIKA, S.L.;CALLE DE ALFONSO MARTÍNEZ CONDE, 2, 28025;28025;79;Madrid;11;Carabanchel;915659453;NaN;lacasitadekika@yahoo.es;40,38083986;-3,73019675
28068426;LOS MADROÑOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MBR SOLUCIONES EDUCATIVAS BÁSICAS, S.L.;CALLE DEL BERROCAL, 1, 28021;28021;79;Madrid;17;Villaverde;915055235;losmadronos.com;informacion@losmadronos.com;40,34830571;-3,67725847
28068438;SAPO SAPITO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ISABEL BAÑOS REDONDO;CALLE SAN VICENTE, 19, 28901;28901;65;Getafe;NaN;NaN;916819087;www.escuelainfantilsaposapito.es;e.infantilheidi@hotmail.com;40,30851365;-3,72602802
28068441;MUNDO MAGICO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;NUESTRO MUNDO MÁGICO, S.L.;CALLE DE NAZARIO CALONGE, 9, 28830;28830;130;San Fernando de Henares;NaN;NaN;916698374;NaN;direccion@escuelamundomagico.com;40,42674597;-3,52716057
28068451;LA CASITA DE GUS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;LA CASITA DE GUS, S.L.U.;AVDA MAXIMILIANO PUERRO DEL TELL (ENTRADA AVILA 25, 2, 28701;28701;134;San Sebastián de los Reyes;NaN;NaN;676555819;NaN;LACASITADEGUS@GMAIL.COM;40,54991908;-3,63751242
28068463;GARABATOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ENSEÑANZA INFANTIL GARABATOS, S.L.;CALLE DEL PRADO DE LAS PRIMAVERAS, 7, 28770;28770;45;Colmenar Viejo;NaN;NaN;918469039;NaN;garabatoscolmenar@eigarabatos.com;40,66645114;-3,76315193
28068499;PARQUE ODON;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL PARQUE DE ODÓN, S.L.;AVDA PRÍNCIPE DE ASTURIAS, s/n, 28670;28670;181;Villaviciosa de Odón;NaN;NaN;916164387;www.parqueodon.com;parqueodon@hotmail.com;40,3623004;-3,91152193
28068529;CASITA MARAVILLAS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CENTRO INFANTIL MARAVILLAS, S.L.U.;CALLE DEL HIERRO, 6, 28045;28045;79;Madrid;2;Arganzuela;663932715;https://www.casitamaravillas.es;eugenio.robles@casitamaravillas.es;40,38943773;-3,6900652
28068530;PLI'S PLA'S;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;TINKERBELL ENTRETENIMIENTO, S.L.;CALLE SAN RAFAEL, 3, 28224;28224;115;Pozuelo de Alarcón;NaN;NaN;917157003;NaN;informacion@plisplasguarderia.es;40,44556727;-3,79999767
28068542;CHIQUILANDIA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;SOLEDAD RAMÍREZ PÉREZ Y Mª DELVALLE RAMÍREZ PÉREZ;CALLE CERVANTES, 4, 28701;28701;134;San Sebastián de los Reyes;NaN;NaN;916514010;NaN;Guarderia@Chiquilandia.e.telefonica.net;40,55108795;-3,6330119
28068554;NUESTRA SEÑORA DE LAS NIEVES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ASUNCION LOBATO ACEDO;CALLE DE NURIA, 47, 28034;28034;79;Madrid;8;Fuencarral-El Pardo;609481766;NaN;guarderialasnieves@hotmail.es;40,49139245;-3,70503253
28068581;PEQUEÑOS BICHITOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL PEQUEÑOS BICHITOS, SL;CALLE DE OCAÑA, 12, 28047;28047;79;Madrid;10;Latina;679572073;NaN;anaimarin22@gmail.com;40,38416973;-3,75459635
28068591;EL PATIO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MARIA JOSE RODRIGUEZ FOLGUERA;CALLE DE LA CONSTITUCIÓN, 21-L1, 28600;28600;96;Navalcarnero;NaN;NaN;918115000;NaN;escuelainfantilelpatio@hotmail.com;40,28733291;-4,01260473
28068633;BLANCANIEVES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;VICENTA DOMINGUEZ DOMINGUEZ;PLAZA VALDEHONDILLO, 5, 28944;28944;58;Fuenlabrada;NaN;NaN;916064949;NaN;NaN;40,27770579;-3,80058003
28068645;INIZIA DISTRITO C;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;INIZIA GUARDERIAS SL;RONDA DE LA COMUNICACIÓN, s/n, 28050;28050;79;Madrid;8;Fuencarral-El Pardo;646648520;NaN;iniziaguarderias@iniziaguarderias.com;40,51234774;-3,66072845
28068657;BULARAS INIA;EEI;ESCUELA INFANTIL;PÚBLICO-TITULARIDAD PRIVADA;INST NACIONAL INVESTIGACION Y TECNOLOGIA AGRARIA Y ALIMENTAR;CTRA CORUÑA, 7,5, 28023;28023;79;Madrid;9;Moncloa-Aravaca;913473586;http://www.educa.madrid.org/eei.bularasinia.madrid;ana-maria.del-val@inia.csic.es;40,45695551;-3,75014998
28068669;ESCUELA REGGIO EDUCATION 3C;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CELART DESARROLLO INFANTIL, S.L UNIPERSONAL;CALLE DEL ALBA, 3, 28760;28760;903;Tres Cantos;NaN;NaN;918034828;NaN;diablillos.trescantos@gmail.com;40,6010814;-3,70695198
28068670;COCHOLATE;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;EQUIPO EDUCATIVO EL BOSQUE, S.L.;AVDA DE BERLÍN C/V AVDA. DE MADRID, 28822;28822;49;Coslada;NaN;NaN;913620270;NaN;escuelacocholate@gmail.com;40,41859761;-3,54170148
28068682;MONTEMAR;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MONTEPRADO EDUCACION S.L. UNIPERSONAL;CALLE DE MONASTERIO DE OSEIRA, 19, 28049;28049;79;Madrid;8;Fuencarral-El Pardo;917508138;www.escuelamontemar.com;info@escuelamontemar.com;40,51062481;-3,69639319
28068724;FRESNEDILLAS DE LA OLIVA;E MUN. MUS-DANZA;ESCUELA MUNICIPAL DE MÚSICA Y DANZA;PÚBLICO;AYUNTAMIENTO;CALLE DEL CAÑO, 8, 28214;28214;56;Fresnedillas de la Oliva;NaN;NaN;918989009;http://www.educa.madrid.org/emd.fresnedillas;emd.fresnedillas@educa.madrid.org;40,48617832;-4,17007018
28068736;EXTENSION DE LA ESCUELA OFICIAL DE IDIOMAS DE MADRID-VILLAVERDE EN EL ESPINILLO;EXEOI;EXTENSION ESCUELA OFICIAL DE IDIOMAS;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LA ALIANZA, 20-24, 28041;28041;79;Madrid;17;Villaverde;913176300;http://www.educa.madrid.org/eoi.extvillaverde-elespinillo.madrid;eoi.extvillaverde-elespinillo.madrid@educa.madrid.org;40,35748028;-3,69042232
28068761;SUR-13 NAVALCARNERO;ZNAS.CN.;ZONA CASAS DE NIÑOS;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE LA CONSTITUCIÓN, 22, 28600;28600;96;Navalcarnero;NaN;NaN;918113137;http://www.educa.madrid.org/zcn.navalcarnero;zcn.navalcarnero@educa.madrid.org;40,28737177;-4,01331116
28068773;EL PRINCIPITO;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;CALLE VIRTUDES, 32-34, 28110;28110;9;Algete;NaN;NaN;916291761;http://www.educa.madrid.org/eei.elprincipito.algete;eei.elprincipito.algete@educa.madrid.org;40,59314403;-3,49390951
28068785;SAN MIGUEL;CPR PRI;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA;PRIVADO;ST. MICHAEL SCHOOL, S.L.;CALLE DEL VALLE DE BIELSA, 1, 28669;28669;22;Boadilla del Monte;NaN;NaN;913077174;NaN;NaN;40,43082398;-3,90218983
28068797;ESTE-11, CAMPO REAL;ZNAS.CN.;ZONA CASAS DE NIÑOS;PÚBLICO;COMUNIDAD DE MADRID;CALLE PEAJE, 4, 28510;28510;33;Campo Real;NaN;NaN;918733548;http://www.educa.madrid.org/zcn.camporeal;zcn.camporeal@educa.madrid.org;40,34039274;-3,38032862
28068839;LOCOS BAJITOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ANDOCRIS, S.L.;CALLE DE PORTO COLÓN, 14, 28924;28924;7;Alcorcón;NaN;NaN;916103241;NaN;info@escuelainfantillocosbajitos.com;40,35010859;-3,81787388
28068840;PEQUEDAMA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;PATRICIA ARRIBAS MURILLO;CALLE SEVERO OCHOA, s/n, 28810;28810;172;Villalbilla;NaN;NaN;628597244;NaN;escuelainfantilpequedama@hotmail.com;40,43870846;-3,31482947
28068864;LAS CUATRO ESTACIONES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;OLGA DE CASTRO ESTEBAN;CALLE DE SAN JUAN DE LA CRUZ, 38, 28770;28770;45;Colmenar Viejo;NaN;NaN;648268162;NaN;info@lascuatroestaciones.edu.es;40,66603988;-3,77887026
28068876;GLOBITOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;LIOVILIOVA CONSULTING, S.L.;CALLE DE BENISODA, 14, 28042;28042;79;Madrid;21;Barajas;605098614;NaN;NaN;40,46592939;-3,58814338
28068888;EL REINO DEL REVÉS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CAROLINA MARTÍN FUEYO;CALLE DE FERNANDO POO, 8, 28045;28045;79;Madrid;2;Arganzuela;914731295;https://escuelaelreinodelreves.com/;elreinodelreves2016@gmail.com;40,3993807;-3,69957029
28068891;LOS ALMENDROS (PROGRAMA DE CASA DE NIÑOS);EEI-CN;ESCUELA  INFANTIL-CASA DE NIÑOS;PÚBLICO;AYUNTAMIENTO;CALLE PORTUGAL, s/n, 28810;28810;172;Villalbilla;NaN;NaN;918793567;NaN;NaN;40,44797085;-3,360722
28068906;NUMEN;CPR EE;CENTRO PRIVADO DE EDUCACIÓN ESPECIAL;PRIVADO CONCERTADO;FUNDACION NUMEN;CALLE DE TABATINGA, 11, 28027;28027;79;Madrid;20;San Blas-Canillejas;917432191;http://www.fundacionnumen.org;cc.numen.madrid@educa.madrid.org;40,44417033;-3,63292754
28068918;PEQUESUR;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MARIA ASUNCION MARIN HERNANDEZ;CALLE POLONIA, 6, 28916;28916;74;Leganés;NaN;NaN;916867787;http://www.pequesur.com;info@pequesur.com;40,33980889;-3,74626068
28068921;LOS NIDOS DE MANOTERAS;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;LOS NIDOS EDUCACION INFANTIL, S.L.;AVDA DE MANOTERAS, 8, 28050;28050;79;Madrid;16;Hortaleza;917681773;http://www.losnidos.es;info@losnidos.es;40,48806141;-3,6713693
28068943;NENUFAR;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL NENUFAR, S.L. UNIPERSONAL;CALLE DE VILLAJIMENA, 30, 28032;28032;79;Madrid;19;Vicálvaro;917764165;www.escuelainfantilnenufar.com;info@escuelainfantilnenufar.com;40,40721314;-3,60469712
28068967;PEPITO GRILLO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;GESTION EDUCATIVA RONA, S.L. UNIPERSONAL;PASEO DE GINEBRA, 45, 28022;28022;79;Madrid;20;San Blas-Canillejas;629672272;NaN;cesar.ramos.beamud@gmail.com;40,42363597;-3,60137843
28068980;GIRASOLES;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CASSAIN CONSULTORES, S.L. UNIPERSONAL;CALLE REAL, 63, 28860;28860;104;Paracuellos de Jarama;NaN;NaN;695481941;NaN;NaN;40,50580257;-3,52661058
28069017;EL JARDIN DE LOS GARABATOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;EL JARDIN DE LOS GARABATOS, S.L.;AVDA DE RONDA, 56, 28981;28981;106;Parla;NaN;NaN;916051830;http://www.eljardindelarin.es;eljardindelosgarabatos@gmail.com;40,24194688;-3,77830322
28069029;ESTRELLA DE MAR;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESTRELLA DE MAR, S.L.L.;CALLE EL OLIVO, 20, 28160;28160;145;Talamanca de Jarama;NaN;NaN;918417246;http://www.facebook.com/Escuela-Infantil-Estrella-De-Mar-;marisa_escalante@hotmail.com;40,74047538;-3,50981448
28069030;KINDER SCHOOL;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;NEMO & MARLIN INVERSIONES, S.L.;CALLE GENERAL ASENSIO, 19, 28609;28609;141;Sevilla la Nueva;NaN;NaN;918128203;http://www.kinderschool.es;sevillalanueva@kinderschool.es;40,34690913;-4,02801331
28069066;ARCO IRIS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;PLACIDO LAZARO SASTRE;CALLE DE LUIS RODRÍGUEZ ONTIVEROS, 7, 28100;28100;6;Alcobendas;NaN;NaN;916516464;NaN;lazarogon@gmail.com;40,54911057;-3,6435988
28069078;COCORICO;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;REBECA CEBRIAN TORALLAS;CALLE DE CLARA DEL REY, 8, 28002;28002;79;Madrid;5;Chamartín;912429007;http://www.escuelainfantilcocorico.com;escuela_cocorico@yahoo.es;40,44124935;-3,67161083
28069081;PECECITOS SANTA TERESA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;PECECITOS CENTROS INFANTILES, S.L.;CALLE DE SALVADIÓS, 36, 28770;28770;45;Colmenar Viejo;NaN;NaN;918457359;www.escuelaspececitos.com;admision@escuelaspececitos.com;40,66678075;-3,7798845
28069111;HOLA BICHO BOLA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;JUNION AND ENDRA,S.L. UNIPERSONAL;CALLE DE VICENTE JIMÉNEZ, 7, 28022;28022;79;Madrid;20;San Blas-Canillejas;917429109;NaN;jennifer_cano@hotmail.com;40,44669689;-3,61380067
28069121;LUNA LUNERA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;RECAPA GUARDERIAS, S.L.;CALLE DE SAN ROQUE, 27, 28600;28600;96;Navalcarnero;NaN;NaN;918101712;www-lunalunera-navalcarnero.com;luna_lunera2@hotmail.com;40,28594146;-4,01306629
28069133;ABC SCHULE (ALEMAN);CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;MARTINA CHRISTIANE BECKERLING DE PIRA;CALLE DEL LEIZARÁN, 27, 28002;28002;79;Madrid;5;Chamartín;NaN;NaN;NaN;40,44800318;-3,68134785
28069169;LOYOLA DE PALACIO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DEL EMBALSE DE NAVACERRADA, 60, 28051;28051;79;Madrid;18;Villa de Vallecas;913851330;http://www.educa.madrid.org/cp.loyoladepalacio.madrid;cp.loyoladepalacio.madrid@educa.madrid.org;40,36062257;-3,5986158
28069170;DOS DE MAYO;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE RUPERTO CHAPÍ, 1, 28320;28320;113;Pinto;NaN;NaN;916706830;http://www.educa.madrid.org/cp.dosdemayo.pinto;cp.dosdemayo.pinto@educa.madrid.org;40,2567176;-3,70150899
28069182;MANUEL DE FALLA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE REINOSA, 24, 28942;28942;58;Fuenlabrada;NaN;NaN;916152156;http://www.educa.madrid.org/cp.manueldefalla.fuenlabrada;cp.manueldefalla.fuenlabrada@educa.madrid.org;40,29878979;-3,80541773
28069194;JOSE ITURZAETA;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE BERNARDO ATXAGA, 13, 28521;28521;123;Rivas-Vaciamadrid;NaN;NaN;917518703;http://www.educa.madrid.org/cp.joseiturzaeta.rivas;cp.joseiturzaeta.rivas@educa.madrid.org;40,34876096;-3,51761553
28069212;ANGEL GONZALEZ;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE HUMANES DE MADRID, 12, 28914;28914;74;Leganés;NaN;NaN;916485884;http://www.educa.madrid.org/cp.angelgonzalez.leganes;cp.angelgonzalez.leganes@educa.madrid.org;40,31019059;-3,78912452
28069236;A.P.S.A.;CPR EE;CENTRO PRIVADO DE EDUCACIÓN ESPECIAL;PRIVADO CONCERTADO;ASOCIACION PRO PERSONAS CON DEFICIENCIA MENTAL DE ARGANDA;CALLE CÓNDOR, 09-nov, 28500;28500;14;Arganda del Rey;NaN;NaN;918711190;http://www.educa.madrid.org/cc.apsa.arganda;cc.apsa.arganda@educa.madrid.org;40,31307808;-3,45251941
28069251;COLEGIO ABACO;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;CENTRO EDUCATIVO ABACO, S.L. (UNIPERSONAL);AVDA DE LA PESETA, 8, 28054;28054;79;Madrid;10;Latina;915114064;http://www.educa.madrid.org/cc.abaco.madrid    http://www.colegio-abaco.com;cc.abaco.madrid@educa.madrid.org;40,36789213;-3,76528625
28069261;EDITH STEIN;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO EDITH STEIN, S.L.;CALLE SIMCA, 20, 28041;28041;79;Madrid;12;Usera;913412879;http://www.colegioedithstein.es;cc.edithstein.madrid@educa.madrid.org;40,36545919;-3,7073463
28069273;COLEGIO VILLAMADRID;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO VILLAMADRID, SOCIEDAD COOPERATIVA MADRILEÑA;CALLE TRANSVERSAL SEXTA, 17, 28021;28021;79;Madrid;17;Villaverde;917979272;http://www.colegiovillamadrid.com;cc.villamadrid.madrid@educa.madrid.org;40,33279708;-3,6991059
28069285;COLEGIO GAUDEM;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;INSTITUTO HISPANOAMERICANO DE LA PALABRA SDAD COOP MADRILEÑA;CALLE DE LA PLAYA DE BARLOVENTO, 14, 28042;28042;79;Madrid;21;Barajas;913886477;https://www.gaudem.es;cc.gaudem.madrid@educa.madrid.org;40,47330653;-3,5936697
28069297;SANTA MARIA LA BLANCA;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;FUNDACION IRUARITZ LEZAMA y COLEGIO ABANTOS, S.L.;CALLE DE MONASTERIO DE OSEIRA, s/n, 28049;28049;79;Madrid;8;Fuencarral-El Pardo;917508692;http://www.colegiosantamarialablanca.es/;cc.santamarialablanca.madrid@educa.madrid.org;40,51202573;-3,69564045
28069303;GSD GUADARRAMA;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;GREDOS SAN DIEGO SOCIEDAD COOPERATIVA MADRILEÑA;CALLE VEREDA DE COLMENAR, 4, 28440;28440;68;Guadarrama;NaN;NaN;918547059;https://www.gsdeducacion.com/ ;cc.gredossandiego.guadarrama@educa.madrid.org;40,66644268;-4,09548824
28069315;SAN AGUSTIN;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;ORDEN DE SAN AGUSTIN,PROVINCIA DEL SANTISIMO NOMBRE DE JESUS;CALLE SANTA EMILIA, 20, 28440;28440;68;Guadarrama;NaN;NaN;918511820;http://www.educa.madrid.org/cc.sanagustin.guadarrama;cc.sanagustin.guadarrama@educa.madrid.org;40,63264535;-4,02656539
28069339;VICKIE;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL VICKIE, S.L.;CALLE DE FRANCISCO LAGUNA, 17, 28053;28053;79;Madrid;13;Puente de Vallecas;914773508;http://www.escuelainfantilvickie.es;hola@escuelainfantilvickie.es;40,39091936;-3,67099274
28069340;DAOIZ Y VELARDE;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE DE JOSÉ ECHEGARAY, 59, 28909;28909;65;Getafe;NaN;NaN;916849327;http://www.educa.madrid.org/cp.daoizyvelarde.getafe;cp.daoizyvelarde.getafe@educa.madrid.org;40,32049229;-3,66519847
28069352;PARCHIS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;LOS PAMPINOS, S.L.;CALLE TEBAS, 11, 28232;28232;127;Rozas de Madrid, Las;NaN;NaN;619071798;www.escuelainfantilparchis.es;info@escuelainfantilparchis.es;40,52059902;-3,9168737
28069364;COLORS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;COLORS CAAS, S.L.;CALLE DEL CONSENSO, 25, 28041;28041;79;Madrid;17;Villaverde;617400035;NaN;funestx@gmail.com;40,35800182;-3,6860467
28069388;PASITOS MAGICOS;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;INICIATIVAS EDUCAVALORES JUFER 2021, S.L. UNIPERSONAL;CALLE DE JUAN DE JUANES, 10, 28007;28007;79;Madrid;3;Retiro;915521713;www.pasitosmagicos.es;info@pasitosmagicos.com;40,40224026;-3,66848899
28069391;FERNANDO FERNAN GOMEZ;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;CALLE VALDEHONDILLO, 8, 28970;28970;73;Humanes de Madrid;NaN;NaN;916048205;http://www.educa.madrid.org/ies.fernangomez.humanes;ies.fernangomez.humanes@educa.madrid.org;40,25577096;-3,8182303
28069406;LEONARDO DA VINCI;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;LAS HACHAZUELAS, SOCIEDAD COOPERATIVA MADRILEÑA;CALLE ARROYO GRANDE (SECTOR LAS HACHAZUELAS), 72, 28411;28411;90;Moralzarzal;NaN;NaN;918576724;http://www.educa.madrid.org/cc.leonardodavinci.moralzarzal;cc.leonardodavinci.moralzarzal@educa.madrid.org;40,69048767;-3,96836084
28069418;COLEGIO NOVA HISPALIS;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;COLEGIO NOVA HISPALIS, SOCIEDAD COOPERATIVA MADRILEÑA;AVDA DOS DE MAYO, 4, 28609;28609;141;Sevilla la Nueva;NaN;NaN;918128291;http://www.colegionovahispalis.com;cc.novahispalis.sevilla@educa.madrid.org;40,34290536;-4,03046037
28069421;BRITISH PRINCE SCHOOL (BRITANICO);CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;BRITISH PRINCE SCHOOL, S.L.;CALLE DE LÓPEZ SANTOS, 1, 28231;28231;127;Rozas de Madrid, Las;NaN;NaN;916409077;http://www.britishprinceschool.com;info@britishprinceschool.com;40,4836351;-3,85830977
28069431;ESCUELA DE HOSTELERIA Y TURISMO SIMONE ORTEGA;CP IFP;CENTRO PÚBLICO INTEGRADO DE FORMACIÓN PROFESIONAL;PÚBLICO;COMUNIDAD DE MADRID;CALLE DEL PINTOR VELÁZQUEZ, 64, 28935;28935;92;Móstoles;NaN;NaN;916183177;http://www.educa.madrid.org/cifp.simoneortega.mostoles;cifp.simoneortega.mostoles@educa.madrid.org;40,32088684;-3,88113904
28069443;BOLBORETA;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;BOLBORETA EDUCACION, S.L.;CALLE DEL HALCÓN, 30, 28025;28025;79;Madrid;11;Carabanchel;914617202;http://bolboretaeducacion.es;bolboretaeducacion@gmail.com;40,38785823;-3,74287918
28069467;EL MUNDO DE MOZART II;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;EL PEQUEÑO MOZART, S.L.;CALLE DE ARAMAYONA, 5, 28022;28022;79;Madrid;20;San Blas-Canillejas;917470971;http://elmundodemozart.com/;directora@elmundodemozart.com;40,44388215;-3,57785744
28069479;CIUDAD JARDIN;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;CENTRO INFANTIL CIUDAD JARDIN, S.L.;CALLE DE COLOMBIA, 42, 28016;28016;79;Madrid;5;Chamartín;913506359;www.guarderiaciudadjardin.es;info@guarderiaciuadadjardin.es;40,45681487;-3,67040949
28069509;DE RECHUPETE;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;SANDRA YERGA VALDEMORO;CALLE BEATRIZ GALINDO, 3, 28702;28702;134;San Sebastián de los Reyes;NaN;NaN;680938676;www.derechupete.es;info@derechupete.es;40,56076478;-3,62114908
